Name,Degree,Location,City,Consult Fee,Years of Experience,Speciality,Availability,Doctor       
Dr. Nimrat Sandhu,"MBBS, MD - Pediatrics",Sector-10,Chandigarh,â‚¹500,n8,Pediatrician,02:00-07:04,Hepatologist
Dr. Guranchal Pawar   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",Sector 21,Chandigarh,â‚¹400,12,"TherapistPhysiotherapist, Geriatric Physiotherapist",02:00-07:05,Hepatologist
Dr. Kuntal Deb Barma,"MBBS, MD - Dermatology , Venereology & Leprosy",Sector 9,Chandigarh,â‚¹1000,18,Hair Transplant Surgeon,02:00-07:06,hepatologist
Dr. Ritika Khanna,"MBBS, Masters in Clinical Dermatology",Sector 9,Chandigarh,â‚¹1000,n8,Hair Transplant Surgeon,02:00-07:07,Hepatologist
Dr. Varun Aggarwal,"MBBS, MS - Orthopaedics",Sector 19A,Chandigarh,â‚¹500,21,"Orthopedic surgeon, Joint Replacement Surgeon",02:00-07:08,Hepatologist
Dr. Bhavneet Kaur,BHMS,Sector 9,Chandigarh,â‚¹450,18,AYUSHHomoeopath,02:00-07:09,Hepatologist
Dr. Suruchi Tayal,"BDS, MDS - Conservative Dentistry & Endodontics",Sector-18,Chandigarh,â‚¹500,17,"Endodontist, Restorative Dentist",02:00-07:10,Hepatologist
Dr. Navdeep  Singh Sandhu,"MBBS, MS - General Surgery",Industrial Area Phase II,Chandigarh,â‚¹700,33,"Laparoscopic Surgeon, General Surgeon",02:00-07:11,Internal Medcine
Dr. Sonica Chugh,MBBS,Sector 21,Chandigarh,â‚¹1000,30,General Physician,02:00-07:12,Internal Medcine
Dr. Kanchi Khurana,"MBBS, MS - Obstetrics & Gynaecology",Industrial Area Phase II,Chandigarh,â‚¹700,13,"Gynecologist, Obstetrician",02:00-07:13,Neurologist
Dr. Sonil Prabhakar,"MBBS, MS - Obstetrics & Gynaecology",Sector 16,Chandigarh,â‚¹1000,19,"Gynecologist, Obstetrician",02:00-07:14,Neurologist
Dr. Anshu Gupta,"BDS, MDS - Paedodontics And Preventive Dentistry",Sector-18,Chandigarh,â‚¹400,24,"Pediatric Dentist, Implantologist, Cosmetic/Aesthetic Dentist",02:00-07:15,Neurologist
Dr. Amit Garg,"MBBS, MS - General Surgery",Industrial Area Phase II,Chandigarh,â‚¹1000,14,"Bariatric Surgeon, Laparoscopic Surgeon, General Surgeon",02:00-07:16,Osteopathic
Dr. Deepankar Bhatnagar,"BDS, MDS - Orthodontics",Sector-38,Chandigarh,â‚¹300,22,"Dentist, Orthodontist",02:00-07:17,Otolaryngologist
Dr. Shruti Singh Kanwar,"BDS, MDS - Conservative Dentistry & Endodontics",Sector 21,Chandigarh,â‚¹500,10,Dentist,02:00-07:18,Otolaryngologist
Dr. Aseem Goyal,"MBBS, MS - Orthopaedics",Sector 27,Chandigarh,â‚¹500,13,Orthopedic surgeon,02:00-07:19,Pediatrician
Dr. Swati Narang,BDS,Sector 19A,Chandigarh,â‚¹500,13,"Dentist, Cosmetic/Aesthetic Dentist",02:00-07:20,Phlebologist
Dr. Sunil Kumar S,"MBBS, MD - (Dermatology & STD)",Sector 9,Chandigarh,â‚¹1000,19,Hair Transplant Surgeon,02:00-07:21,Pulmonologist
Dr. Sonakshi Mogla,BDS,Sector-10,Chandigarh,â‚¹500,12,"Dental Surgeon, Cosmetic/Aesthetic Dentist, Implantologist, Dentist",02:00-07:22,Pulmonologist
Dr. Shanujeet Kaur,"MBBS, MD - Obstetrics & Gynaecology",Industrial Area Phase II,Chandigarh,â‚¹850,22,"Gynecologist, Infertility Specialist, Obstetrician",02:00-07:23,Rheumatologists
Dr. Nishat Fatima,"MBBS, Masters in Clinical Dermatology",Sector 9,Chandigarh,â‚¹1000,12,Hair Transplant Surgeon,02:00-07:24,Rheumatologists
Dr. Danush Kumar R,"BDS, MDS - Prosthodontist And Crown Bridge",Saibaba Colony,Coimbatore,â‚¹200,7,"Dentist, Cosmetic/Aesthetic Dentist, Implantologist",02:00-07:26,Allergist
Dr. Lavanya Mohana Sundaram,"MBBS, MD - Pediatrics",Othakkalmandapam,Coimbatore,â‚¹150,11,Pediatrician,02:00-07:27,Allergist
Dr. Swathe Anand,"MBBS, MD - General Medicine",Pollachi,Coimbatore,â‚¹250,7,General Physician,02:00-07:28,Cardiologist
Dr. Abhishek John Samuel,"BDS, MDS - Conservative Dentistry & Endodontics, Certificate in Dental Implants",Saibaba Colony,Coimbatore,â‚¹300,13,"Endodontist, Implantologist, Cosmetic/Aesthetic Dentist",02:00-07:29,Cardiologist
Dr. Karthikeyan,"MBBS, MD - Respiratory Medicine",Othakkalmandapam,Coimbatore,â‚¹200,10,Pulmonologist,02:00-07:30,Dermatologist
Dr. S.Sivakumar,"MBBS, Diploma in Otorhinolaryngology (DLO), MS - General Surgery, MCh - Plastic Surgery",Thudiyalur,Coimbatore,â‚¹500,24,"Plastic Surgeon, Cosmetologist, Plastic Reconstruction Surgeon",02:00-07:31,Dermatologist
Dr. Kala Ragu,"MBBS, MD - Pediatrics",Othakkalmandapam,Coimbatore,â‚¹150,29,Pediatrician,02:00-07:32,Dermatologist
Dr. Murueshwari Durairaj,BHMS,R.S. Puram,Coimbatore,â‚¹450,20,AYUSHHomoeopath,02:00-07:33,Dermatologist
Dr. Duraisamy Palanisamy,MD - Physician,Thudiyalur,Coimbatore,â‚¹700,16,"Sexologist, General Physician",02:00-07:34,Dermatologist
Dr. Gayathri Raju,BDS,Saibaba Colony,Coimbatore,â‚¹200,6,Dentist,02:00-07:35,Endocrinologist
Dr. Mathew M.J,"BDS, MDS - Public Health Dentistry",Pappanaickenpalayam West,Coimbatore,â‚¹300,13,"Public Health Dentist, Dentist",02:00-07:36,Endocrinologist
Dr. Mohana Sundari,Medical Doctor (Equivalent to MBBS),Ondipudur,Coimbatore,â‚¹200,n4,General Physician,02:00-07:37,Endocrinologist
Dr. Thomas Jefferson   (Physiotherapist),MPTh/MPT - Orthopedic Physiotherapy,R.S. Puram,Coimbatore,â‚¹400,19,TherapistOrthopedic Physiotherapist,02:00-07:38,Endocrinologist
Dr. Ruchi Porwal,"BDS, MDS - Orthodontics",R.S. Puram,Coimbatore,â‚¹300,10,"Dentist, Orthodontist, Dental Surgeon",02:00-07:39,Gastroenterologist
Dr. Sreeja Mohandas,BAMS,Pichanur,Coimbatore,â‚¹400,17,AYUSHAyurveda,02:00-07:40,Gastroenterologist
Dr. Arshad,"MDS - Periodontics, BDS",Ramnagar,Coimbatore,â‚¹500,17,"Implantologist, Cosmetic/Aesthetic Dentist, Dentist",02:00-07:41,Gastroenterologist
Dr. Madhumitha,"MBBS, MD - Dermatology , Venereology & Leprosy",Othakkalmandapam,Coimbatore,â‚¹200,14,Dermatologist,02:00-07:42,Gastroenterologist 
Dr. S Bhuvaneshwar Karthick,"BDS, MD - Acupuncture",Saravanampatti,Coimbatore,,16,"Dentist, Dental Surgeon, Acupuncturist",02:00-07:43,Gastroenterologist
Dr. Aishwarya Anand,"MBBS, MS - ENT",Pollachi,Coimbatore,â‚¹300,12,"ENT/ Otorhinolaryngologist, General Physician",02:00-07:44,Gynecologist
Dr. Arun Kumar G   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",Thudiyalur,Coimbatore,â‚¹650,14,"TherapistPhysiotherapist, Orthopedic Physiotherapist",02:00-07:45,Hepatologist
Dr. R. S. Karthik,"BDS, MDS - Oral & Maxillofacial Surgery",Sowripalayam,Coimbatore,â‚¹300,19,"Dentist, Dental Surgeon",06:00-07:00,Hepatologist
Dr. Sunay N. Bhat,"MBBS, MS - General Surgery",Saibaba Colony,Coimbatore,â‚¹500,16,"Laparoscopic Surgeon, General Surgeon, Proctologist",06:00-07:01,hepatologist
Dr. Valarmathi,"MBBS, MS - Obstetrics & Gynaecology",Othakkalmandapam,Coimbatore,â‚¹150,t6,Gynecologist,06:00-07:02,Hepatologist
Dr. Prince Herbert,BDS,Town Hall,Coimbatore,â‚¹500,45,"Dentist, Cosmetic/Aesthetic Dentist, Implantologist",06:00-07:03,Hepatologist
Dr. Ramesh Raja Prabhoo,MBBS,Saibaba Colony,Coimbatore,â‚¹200,21,"General Physician, General Practitioner",06:00-07:04,Hepatologist
Dr. Srigireesh,"MBBS, MS - General Surgery, MCh - Plastic & Reconstructive Surgery",Peelamedu,Coimbatore,â‚¹500,n9,"Plastic Reconstruction Surgeon, Hair Transplant Surgeon",06:00-07:05,Hepatologist
Dr. Binny Joshi,BDS,Ramanathapuram,Coimbatore,â‚¹250,16,"Implantologist, Dentist, Dental Surgeon, Cosmetic/Aesthetic Dentist",06:00-07:06,Internal Medcine
Dr. Vaanmathi,BDS,Sinniampalayam,Coimbatore,â‚¹200,t2,Dentist,06:00-07:07,Internal Medcine
Dr. Jeyan A,"DNB - Psychiatry, DPM (Psychiatry), MBBS",Podanur,Coimbatore,â‚¹1500,14,"Neuropsychiatrist, Addiction Psychiatrist, Sexologist",06:00-07:08,Neurologist
Dr. M. Saranya,"BDS, MDS - Paedodontics And Preventive Dentistry",R.S. Puram,Coimbatore,â‚¹300,14,Pediatric Dentist,06:00-07:09,Neurologist
Dr. Mohamed Al Ameen,MBBS,Othakkalmandapam,Coimbatore,â‚¹200,t3,"General Practitioner, General Physician, Sexologist",06:00-07:10,Neurologist
Dr. Ruchi Porwal,"BDS, MDS - Orthodontics",R.S. Puram,Coimbatore,â‚¹300,10,"Dentist, Orthodontist, Dental Surgeon",06:00-07:11,Osteopathic
Dr. Visu Rajendiran,MBBS,Annur,Coimbatore,â‚¹350,n5,General Physician,06:00-07:12,Otolaryngologist
Dr. Vani Ayyasamy,"MBBS, DGO, DNB - Obstetrics & Gynecology",Saravanampatti,Coimbatore,â‚¹300,15,"Obstetrician, Gynecologist, Laparoscopic Surgeon (Obs & Gyn), Infertility Specialist",06:00-07:13,Otolaryngologist
Dr. Nithya,"MBBS, MD - Pediatrics",Saibaba Colony,Coimbatore,â‚¹300,n8,Pediatrician,06:00-07:14,Pediatrician
Dr. R Vijayshankar,"MBBS, MS - General Surgery",Kavundampalayam,Coimbatore,â‚¹250,12,"General Surgeon, General Practitioner, Laparoscopic Surgeon",06:00-07:15,Phlebologist
Dr. S Bhuvaneshwar Karthick,"BDS, MD - Acupuncture",Saravanampatti,Coimbatore,,16,"Dentist, Dental Surgeon, Acupuncturist",06:00-07:16,Pulmonologist
Dr. B Vidula Karthik,BDS,Sowripalayam,Coimbatore,â‚¹300,16,Dentist,06:00-07:17,Pulmonologist
Dr. Sudhakaran M,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",Peelamedu,Coimbatore,â‚¹250,16,"Spine Surgeon (Ortho), Orthopedic surgeon",06:00-07:18,Rheumatologists
Dr. Jayshree Arunaprakash,"MBBS, DOMS, DNB - Ophthalmology",Ramanathapuram,Coimbatore,â‚¹200,17,Ophthalmologist/ Eye Surgeon,06:00-07:19,Rheumatologists
Dr. Valliammai,"MBBS, MS - ENT",Othakkalmandapam,Coimbatore,â‚¹150,t6,ENT/ Otorhinolaryngologist,06:00-07:20,Tuberculosis
Dr. Ranjithkumar Selvaraj,MBBS,Ramanathapuram,Coimbatore,â‚¹500,11,General Physician,06:00-07:21,Allergist
Dr. Jamsheena P,"BHMS, MSc - Psychotherapy And Counselling",Ganapathy,Coimbatore,â‚¹300,14,AYUSHHomoeopath,06:00-07:22,Allergist
Dr. K Purnesh Kanna,BDS,Saibaba Colony,Coimbatore,â‚¹200,t6,Dentist,06:00-07:23,Cardiologist
Dr. Murueshwari Durairaj,BHMS,R.S. Puram,Coimbatore,â‚¹450,20,AYUSHHomoeopath,06:00-07:24,Cardiologist
Dr. Charanya,"BSMS, MSc - Psychology",Saibaba Colony,Coimbatore,â‚¹550,11,"AYUSHPsychologist, Siddha, Counselling Psychologist, Sexologist (Siddha)",06:00-07:25,Dermatologist
Dr. Duraisamy Palanisamy,MD - Physician,Thudiyalur,Coimbatore,â‚¹700,16,"Sexologist, General Physician",06:00-07:26,Dermatologist
Dr. Deepak Kumar,"BDS, MDS - Conservative Dentistry & Endodontics",Coimbatore Racecourse,Coimbatore,â‚¹300,15,"Endodontist, Cosmetic/Aesthetic Dentist",06:00-07:27,Dermatologist
Dr. Prasanna Vadakkepat,"MBBS, DGO, DNB - Obstetrics & Gynecology",Gandhipuram,Coimbatore,â‚¹300,30,"Gynecologist, Obstetrician",06:00-07:28,Dermatologist
Dr. Ramya Jayaram,"MBBS, MS - Obstetrics & Gynaecology",Mettupalayam,Coimbatore,â‚¹400,15,"Infertility Specialist, Gynecologist, Obstetrician",06:00-07:29,Dermatologist
Dr. Swathi KS,"MBBS, DNB - General Medicine",Gandhipuram,Coimbatore,â‚¹300,10,"General Physician, General Practitioner",06:00-07:30,Endocrinologist
Dr. S.Sivakumar,"MBBS, Diploma in Otorhinolaryngology (DLO), MS - General Surgery, MCh - Plastic Surgery",Thudiyalur,Coimbatore,â‚¹500,24,"Plastic Surgeon, Cosmetologist, Plastic Reconstruction Surgeon",06:00-07:31,Endocrinologist
Dr. Mahalakshmi,"MBBS, DOMS, DNB - Ophthalmology",Othakkalmandapam,Coimbatore,â‚¹150,19,Ophthalmologist/ Eye Surgeon,06:00-07:32,Endocrinologist
Dr. M Muthu Sarvana Kumar,"MBBS, MS - Orthopaedics",Saravanampatti,Coimbatore,â‚¹300,22,Orthopedic surgeon,06:00-07:33,Endocrinologist
Dr. Akilananth.B,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",Ramnagar,Coimbatore,â‚¹200,26,"Dentist, Orthodontist, Implantologist",06:00-07:34,Gastroenterologist
Dr. Kishor Kumar,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",Sinniampalayam,Coimbatore,â‚¹500,13,"Dental Surgeon, Dentist, Orthodontist",06:00-07:35,Gastroenterologist
Dr. Suganya Paramashivam,"MBBS, M.D. (Psychiatry)",Othakkalmandapam,Coimbatore,â‚¹200,t8,Psychiatrist,06:00-07:36,Gastroenterologist
Dr. K R Gomatthi,MBBS,Saibaba Colony,Coimbatore,â‚¹1000,39,TherapistSexologist,06:00-07:37,Gastroenterologist 
Dr. Suganya Anandaraman,"MBBS, DGO, DNB - Obstetrics & Gynecology",Saibaba Colony,Coimbatore,â‚¹300,16,"Gynecologist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn), Infertility Specialist, General Physician",06:00-07:38,Gastroenterologist
Dr. Vani Ayyasamy,"MBBS, DGO, DNB - Obstetrics & Gynecology",Saravanampatti,Coimbatore,â‚¹300,15,"Obstetrician, Gynecologist, Laparoscopic Surgeon (Obs & Gyn), Infertility Specialist",06:00-07:39,Gynecologist
Dr. Jane Elizabeth John,BDS,Saibaba Colony,Coimbatore,â‚¹150,11,Dentist,06:00-07:40,Hepatologist
Dr. Devaraja,"MBBS, MD - Pediatrics",Kavundampalayam,Coimbatore,â‚¹280,10,Pediatrician,06:00-07:41,Hepatologist
Dr. Sunay N. Bhat,"MBBS, MS - General Surgery",Saibaba Colony,Coimbatore,â‚¹500,16,"Laparoscopic Surgeon, General Surgeon, Proctologist",06:00-07:42,hepatologist
Dr. Honeysha E,BDS,Sinniampalayam,Coimbatore,â‚¹200,t5,Dentist,06:00-07:43,Hepatologist
Dr. Hari P. N,BAMS,Podanur,Coimbatore,â‚¹400,29,AYUSHAyurveda,06:00-07:44,Hepatologist
Dr. Arun Vangili,"MBBS, M.D. (Psychiatry)",Peelamedu,Coimbatore,â‚¹750,19,"Addiction Psychiatrist, Psychiatrist, Geriatric Psychiatrist",06:00-07:45,Hepatologist
Dr. Karthikeyan,"MBBS, MS - Orthopaedics",Saibaba Colony,Coimbatore,â‚¹300,13,Orthopedic surgeon,06:00-07:46,Hepatologist
Dr. Mahalakshmi,"MBBS, DOMS, DNB - Ophthalmology",Othakkalmandapam,Coimbatore,â‚¹150,19,Ophthalmologist/ Eye Surgeon,06:00-07:47,Internal Medcine
Dr. Minu Devassy,"MBBS, MS - Obstetrics & Gynaecology",Othakkalmandapam,Coimbatore,â‚¹200,10,Gynecologist,06:00-07:48,Internal Medcine
Dr. Kiruba Shankar K,"BDS, MDS - Oral & Maxillofacial Surgery",Othakkalmandapam,Coimbatore,â‚¹150,n9,Oral And MaxilloFacial Surgeon,06:00-07:49,Neurologist
Dr. Narmatha Ramachandiran,"MBBS, PG Diploma In Clinical Cosmetology (PGDCC), Fellowship in Aesthetic Medicine (FAM)",Saibaba Colony,Coimbatore,â‚¹500,13,"Cosmetologist, General Practitioner",05:00-07:00,Neurologist
Dr. Ahila Ayyavoo,"MBBS, DNB - Pediatrics",R.S. Puram,Coimbatore,â‚¹1000,32,"Pediatrician, Special Interest in Diabetology",05:00-07:01,Neurologist
Dr. Madhumitha,"MBBS, MD - Dermatology , Venereology & Leprosy",Othakkalmandapam,Coimbatore,â‚¹200,14,Dermatologist,05:00-07:02,Osteopathic
Dr. Adithya G,"MBBS, MS - Ophthalmology",R.S. Puram,Coimbatore,â‚¹100,20,Ophthalmologist/ Eye Surgeon,05:00-07:03,Otolaryngologist
Dr. Karthik,"MBBS, MD - General Medicine",Othakkalmandapam,Coimbatore,â‚¹150,e6,Internal Medicine,05:00-07:04,Otolaryngologist
Dr. M. Dinesh Periasamy,"MBBS, Diploma in Child Health (DCH)",R.S. Puram,Coimbatore,â‚¹300,14,Pediatrician,05:00-07:05,Pediatrician
Dr. Naveen Kumar V,"MBBS, Diploma in Psychiatry",Sowripalayam,Coimbatore,â‚¹1000,17,"Psychiatrist, Sexologist",05:00-07:06,Phlebologist
Dr. Duraimuruga Dass T   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",Othakkalmandapam,Coimbatore,â‚¹150,22,"TherapistPhysiotherapist, Orthopedic Physiotherapist",05:00-07:07,Pulmonologist
Dr. Shabari A,"MBBS, MD - Dermatology , Venereology & Leprosy",Saravanampatti,Coimbatore,â‚¹250,t6,"Dermatologist, Venereologist, Cosmetologist",05:00-07:08,Pulmonologist
Dr. Abhishek John Samuel,"BDS, MDS - Conservative Dentistry & Endodontics, Certificate in Dental Implants",Saibaba Colony,Coimbatore,â‚¹300,13,"Endodontist, Implantologist, Cosmetic/Aesthetic Dentist",05:00-07:09,Rheumatologists
Dr. Sree Cumar,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",R.S. Puram,Coimbatore,â‚¹100,13,"Dentist, Cosmetic/Aesthetic Dentist, Dentofacial Orthopedist, Orthodontist",05:00-07:10,Rheumatologists
Dr. Abineya AR,"MBBS, MD - Obstetrics & Gynaecology",Mettupalayam,Coimbatore,â‚¹400,n9,"Infertility Specialist, Gynecologist, Obstetrician",05:00-07:11,Tuberculosis
Dr. Aisvareea GN,"MBBS, DDVL",Gandhimaanagar,Coimbatore,â‚¹350,t8,"Dermatologist, Cosmetologist",05:00-07:12,Allergist
Dr. Kovarthini,"MBBS, MS - General Surgery, MCh - Plastic & Reconstructive Surgery, DO",Hope College,Coimbatore,â‚¹500,24,"Plastic Surgeon, Hair Transplant Surgeon, Cosmetologist",05:00-07:13,Allergist
Dr. Rajhashree Shankar,BDS,R.S. Puram,Coimbatore,â‚¹300,t2,"Dentist, Cosmetic/Aesthetic Dentist",05:00-07:14,Cardiologist
Dr. Mohamed Suhail,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",Mettupalayam,Coimbatore,â‚¹200,n9,Pediatrician,05:00-07:15,Cardiologist
Ms. Vasudha V,BSc. - Nutrition Food Service Management and Dietetics,Othakkalmandapam,Coimbatore,â‚¹150,15,TherapistDietitian/Nutritionist,05:00-07:16,Dermatologist
Dr. Abilashini,"BDS, MDS - Paedodontics And Preventive Dentistry",Coimbatore Racecourse,Coimbatore,â‚¹300,15,Pediatric Dentist,05:00-07:17,Dermatologist
Dr. Senthil Kumar,"MBBS, MCh - Plastic Surgery, MS - General Surgery",R.S. Puram,Coimbatore,â‚¹500,35,"Plastic Surgeon, Hair Transplant Surgeon",05:00-07:18,Dermatologist
Dr. Afeef Ansar,"BDS, MDS - Conservative Dentistry & Endodontics",Kadavanthra,Ernakulam,â‚¹300,t8,"Endodontist, Conservative Dentist, Cosmetic/Aesthetic Dentist",05:00-07:19,Dermatologist
Dr. Ramaprasad M K,"MBBS, MS - General Surgery, MCh - Urology",Angamaly,Ernakulam,â‚¹400,11,Urologist,05:00-07:20,Dermatologist
Dr. Darshana Sundaresh,"MBBS, MD - Dermatology , Venereology & Leprosy",Kadavanthra,Ernakulam,â‚¹600,t8,"Trichologist, Dermatologist, Aesthetic Dermatologist",05:00-07:21,Endocrinologist
Dr. Radhakrishnan Nair,"MBBS, DGO, Fellowship in Sexual Medicine",Kadavanthra,Ernakulam,â‚¹1000,35,"Gynecologist, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn), Sexologist",05:00-07:22,Endocrinologist
Dr. Joy M A,"MBBS, MD - General Medicine, DM - Neurology",Angamaly,Ernakulam,â‚¹300,23,Neurologist,05:00-07:23,Endocrinologist
Dr. Avinash,"MBBS, MS - General Surgery, DNB - Surgical Oncology",Angamaly,Ernakulam,â‚¹500,t9,Surgical Oncologist,05:00-07:24,Endocrinologist
Dr. Kuriakose Antony,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",Vyttila,Ernakulam,â‚¹200,25,"Orthodontist, Dentofacial Orthopedist, Dental Surgeon, Dentist",05:00-07:25,Gastroenterologist
Dr. Annie Mohan,BDS,Ernakulam High Court,Ernakulam,â‚¹200,25,"Dentist, Dental Surgeon, Cosmetic/Aesthetic Dentist",05:00-07:26,Gastroenterologist
Dr. Shiju Augustine,"BDS, MDS - Orthodontics",Angamaly,Ernakulam,â‚¹200,23,"Dentist, Orthodontist",05:00-07:27,Gastroenterologist
Dr. M C Prasad,"MBBS, DNB - General Medicine",Angamaly,Ernakulam,â‚¹300,20,Internal Medicine,05:00-07:28,Gastroenterologist 
Dr. Manjunatha D S,"MBBS, MS - Orthopaedics",Kakkanad,Ernakulam,â‚¹300,25,"Orthopedic surgeon, Spine Surgeon (Ortho)",05:00-07:29,Gastroenterologist
Dr. Nisanth Paul,"MBBS, MS - General Surgery, MCh - Neuro Surgery",Kakkanad,Ernakulam,â‚¹500,24,Neurosurgeon,05:00-07:30,Gynecologist
Dr. Monish Krishnan,BDS,Elamakkara,Ernakulam,â‚¹200,18,"Dental Surgeon, Dentist, Cosmetic/Aesthetic Dentist",05:00-07:31,Hepatologist
Dr. Saju Samuel Jacob,"MBBS, MD - Pediatrics",Angamaly,Ernakulam,â‚¹400,28,Pediatrician,05:00-07:32,Hepatologist
Dr. Krishnan Hari,"MDS - Conservative Dentistry & Endodontics, BDS",Ernakulam,Ernakulam,â‚¹300,19,"Endodontist, Cosmetic/Aesthetic Dentist",05:00-07:33,hepatologist
Dr. Indira P S,BHMS,Perumbavoor,Ernakulam,â‚¹400,14,AYUSHHomoeopath,05:00-07:34,Hepatologist
Dr. Ben Easow George,"MBBS, MD - Dermatology , Venereology & Leprosy",Kadavanthra,Ernakulam,â‚¹600,12,"Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist",05:00-07:35,Hepatologist
Dr. Renju Jose,"BDS, MDS - Oral Medicine and Radiology",Panampilly Nagar,Ernakulam,â‚¹200,20,"Dentist, Cosmetic/Aesthetic Dentist, Implantologist, Dental Surgeon",05:00-07:36,Hepatologist
Dr. Harikumar R Nair,"MBBS, MD - General Medicine, DM - Gastroenterology",Angamaly,Ernakulam,â‚¹400,28,Gastroenterologist,05:00-07:37,Hepatologist
Dr. Brijitha Manoj,BDS,Ayyappankavu,Ernakulam,â‚¹300,18,Dentist,05:00-07:38,Internal Medcine
